SUBSCRIPTION_LATENCY
530.62353515625
297.339599609375
312.142822265625
301.18701171875
312.18896484375
309.832275390625
528.4833984375
304.03369140625
295.759765625
303.28515625
312.423583984375
307.975830078125
308.377685546875
308.8603515625
312.22607421875
303.235107421875
307.588134765625
297.51806640625
293.4296875
314.704833984375
317.58349609375
322.3583984375
309.907470703125
307.9404296875
311.819580078125
294.112548828125
294.236328125
308.93017578125
293.586181640625
274.377197265625
314.05859375
315.37890625
325.3486328125
291.6865234375
324.531494140625
307.37451171875
312.726318359375
299.330322265625
306.0166015625
308.36181640625
306.68701171875
299.72119140625
311.4775390625
302.83056640625
287.029052734375
311.744384765625
298.16162109375
309.13720703125
314.044677734375
304.550048828125
