SUBSCRIPTION_LATENCY
338.7158203125
326.94775390625
339.39501953125
339.5380859375
349.64892578125
621.705322265625
364.126708984375
350.28515625
355.94287109375
328.729736328125
366.80712890625
357.49462890625
331.71923828125
337.979736328125
339.807373046875
360.847900390625
563.95263671875
331.44140625
326.368408203125
329.55224609375
338.785888671875
332.60498046875
356.768798828125
348.303466796875
340.625244140625
350.882080078125
649.57666015625
356.511962890625
352.89208984375
344.18017578125
349.935546875
317.827880859375
364.22216796875
357.2470703125
352.2705078125
673.38232421875
580.61865234375
355.7880859375
350.448974609375
350.98291015625
348.67333984375
348.274658203125
368.589111328125
324.48046875
364.803466796875
346.376220703125
357.841552734375
336.063232421875
360.07421875
350.235595703125
