DISCOVERY_LATENCY
241.777587890625
259.926513671875
258.848876953125
223.66748046875
212.57763671875
220.137939453125
256.1416015625
212.77978515625
219.599609375
221.690185546875
543.91796875
254.538818359375
254.1748046875
584.119384765625
269.524169921875
219.334716796875
230.013427734375
250.716064453125
250.853759765625
222.667724609375
244.536376953125
248.73828125
221.407470703125
211.956787109375
239.341552734375
230.375244140625
263.03271484375
215.765380859375
245.2373046875
235.41796875
242.635986328125
230.6181640625
603.786865234375
234.10595703125
249.193603515625
232.705322265625
271.018310546875
242.834228515625
247.630615234375
234.049072265625
233.7275390625
242.874755859375
241.725341796875
241.100830078125
272.0908203125
245.59130859375
243.137451171875
217.80859375
243.06396484375
222.62646484375
