SUBSCRIPTION_LATENCY
113.72265625
115.990966796875
123.423583984375
115.889892578125
123.844970703125
118.28662109375
107.8525390625
108.062744140625
122.852294921875
112.306884765625
111.24560546875
115.106201171875
117.5751953125
113.5908203125
110.453857421875
116.530517578125
125.97509765625
110.097412109375
119.1015625
104.73095703125
121.780517578125
106.447509765625
103.455322265625
108.935302734375
114.4521484375
116.717041015625
116.385009765625
115.15380859375
109.843017578125
109.16845703125
106.677490234375
110.06396484375
108.6015625
115.286376953125
111.169921875
112.126220703125
116.535888671875
119.555419921875
124.2861328125
105.166015625
126.62744140625
113.582275390625
105.215087890625
111.07373046875
103.34814453125
116.724853515625
107.84521484375
127.72119140625
113.705810546875
110.489990234375
