FULL_LATENCY
162.152099609375
164.748779296875
140.5927734375
150.490234375
149.042724609375
140.57763671875
146.60302734375
145.22607421875
145.78759765625
148.8466796875
147.53955078125
141.352783203125
139.917236328125
141.42236328125
141.200439453125
159.95166015625
145.00634765625
153.343505859375
151.639892578125
146.026611328125
137.6376953125
161.279052734375
161.490966796875
148.28369140625
141.17724609375
153.583984375
150.8095703125
159.0830078125
140.768310546875
145.052734375
157.9189453125
145.788818359375
143.04541015625
145.448974609375
157.20361328125
144.322509765625
139.54736328125
151.291015625
153.1865234375
142.50439453125
145.685546875
155.330322265625
163.388427734375
140.49560546875
136.67578125
142.86962890625
143.1875
142.534912109375
147.723388671875
158.25927734375
