FULL_LATENCY
273.6728515625
278.2783203125
248.94873046875
290.48876953125
269.97265625
283.707275390625
292.63720703125
274.838134765625
292.809814453125
282.395263671875
307.573486328125
281.277099609375
264.118408203125
275.07861328125
292.0830078125
309.255615234375
284.073486328125
274.0439453125
280.20751953125
288.1533203125
269.414794921875
250.544677734375
285.273193359375
292.9140625
297.313232421875
275.305419921875
272.5576171875
290.399658203125
294.93212890625
293.658203125
288.043212890625
255.366943359375
281.7578125
277.488525390625
297.305419921875
280.09619140625
307.90234375
295.085693359375
291.2529296875
286.06396484375
267.064697265625
300.966796875
284.26318359375
293.15576171875
264.407470703125
291.423583984375
256.38671875
269.99072265625
298.21240234375
253.04931640625
