FULL_LATENCY
330.611572265625
344.766357421875
324.444580078125
320.827880859375
333.923828125
324.65771484375
323.8310546875
330.09619140625
320.614501953125
334.361572265625
343.17041015625
332.4521484375
365.52490234375
345.78466796875
326.59619140625
333.923583984375
618.62255859375
338.983154296875
352.876220703125
337.271240234375
339.387451171875
334.76123046875
345.480224609375
336.56298828125
568.21484375
360.809814453125
345.573974609375
348.7607421875
337.25537109375
330.020751953125
311.36669921875
354.33935546875
343.421630859375
340.230712890625
327.81591796875
625.32080078125
677.553955078125
330.092041015625
329.7060546875
331.276611328125
338.90771484375
341.298583984375
344.7109375
350.065185546875
346.01318359375
355.613037109375
346.728515625
336.777099609375
633.918701171875
341.986328125
