DISCOVERY_LATENCY
357.078125
217.041748046875
331.712890625
211.65673828125
286.00439453125
208.411376953125
223.104248046875
307.6962890625
247.595947265625
262.65869140625
328.67822265625
291.422607421875
204.8876953125
203.373779296875
329.849853515625
261.819091796875
195.908935546875
218.49072265625
313.47998046875
308.154296875
189.12646484375
297.572265625
302.316650390625
310.185791015625
310.407958984375
343.779541015625
197.736083984375
217.0126953125
310.055908203125
210.93994140625
204.434814453125
312.4990234375
261.191650390625
258.656494140625
336.289306640625
238.857666015625
203.948974609375
305.866943359375
289.197509765625
201.892578125
300.707763671875
253.129638671875
320.918701171875
187.83984375
203.714599609375
247.733642578125
329.599365234375
210.78369140625
251.387939453125
208.429931640625
