SUBSCRIPTION_LATENCY
134.256103515625
111.546630859375
119.38232421875
117.912841796875
109.328369140625
133.12841796875
109.087158203125
115.67626953125
121.031982421875
111.073486328125
121.9560546875
122.102294921875
118.255859375
112.473876953125
126.056396484375
116.03662109375
114.67919921875
114.800537109375
113.641845703125
138.1181640625
119.8701171875
124.466064453125
115.80029296875
123.78271484375
124.209716796875
115.4482421875
120.659423828125
120.75146484375
120.78564453125
125.208251953125
116.478515625
124.168212890625
120.833984375
118.635986328125
134.74755859375
121.74609375
111.772216796875
120.85400390625
108.06787109375
113.881591796875
117.888671875
120.520751953125
114.85400390625
120.460693359375
118.1806640625
108.108642578125
112.77490234375
122.15625
103.593505859375
123.4267578125
