FULL_LATENCY
-1707402747722.053
-1707402749783.8433
-1707402751838.919
-1707402753893.9836
-1707402755947.9316
-1707402758002.949
-1707402760056.8047
-1707402762112.3567
-1707402764166.9119
-1707402766221.849
-1707402768277.2212
-1707402770331.1484
-1707402772385.7607
-1707402774439.706
-1707402776497.4475
-1707402778553.0
-1707402780606.5598
-1707402782660.043
-1707402784717.3928
-1707402786772.2058
-1707402788826.6206
-1707402790880.7717
-1707402792936.5637
-1707402794990.9849
-1707402797046.6465
-1707402799100.9963
-1707402801155.397
-1707402803209.8684
-1707402805263.7004
-1707402807319.123
-1707402809374.1138
-1707402811428.5303
-1707402813483.2278
-1707402815536.8416
-1707402817591.0708
-1707402819644.0889
-1707402821699.5918
-1707402823753.8774
-1707402825808.547
-1707402827863.079
-1707402829917.101
-1707402831972.4539
-1707402834027.106
-1707402836082.162
-1707402838137.2734
-1707402840191.6965
-1707402842247.003
-1707402844302.015
-1707402846356.2048
-1707402848409.4194
