FULL_LATENCY
-1707403247125.817
-1707403249204.7114
-1707403251275.4683
-1707403253430.7424
-1707403255533.5537
-1707403257688.3193
-1707403259839.747
-1707403261992.822
-1707403264145.223
-1707403266247.769
-1707403268401.3767
-1707403270505.566
-1707403272576.8618
-1707403274730.4824
-1707403276884.8596
-1707403278989.977
-1707403281142.609
-1707403283245.5388
-1707403285398.2136
-1707403287552.8025
-1707403289656.7566
-1707403291763.419
-1707403293916.5303
-1707403296019.9407
-1707403298099.3066
-1707403300252.7383
-1707403302323.088
-1707403304476.902
-1707403306579.6455
-1707403308731.061
-1707403310884.2493
-1707403313038.704
-1707403315142.053
-1707403317246.683
-1707403319400.4624
-1707403321504.0474
-1707403323655.909
-1707403325759.3662
-1707403327912.1775
-1707403330064.9644
-1707403332137.4167
-1707403334240.626
-1707403336394.0347
-1707403338498.1562
-1707403340600.0588
-1707403342753.9373
-1707403344856.929
-1707403347011.652
-1707403349113.7834
-1707403351216.228
